label,feature
1,0:1 34:1.0 35:1.0 36:1.0 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 44:1.0 55:1.0 56:1.0 96:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 154:1.0 155:1.0 156:1.0 169:0.5 169:0.5 170:1.0 184:1.0 20947:0.5 20948:0.5 204:1.0 205:1.0 207:1.0 214:1.0 
0,1:1 34:1.0 42:1.0 43:1.0 26:1.0 27:1.0 47:1.0 48:1.0 49:1.0 50:1.0 51:1.0 52:1.0 92:1.0 3152:1.0 5583:1.0 95:1.0 387:1.0 121:1.0 142:1.0 158:1.0 159:1.0 32989:0.5 5677:0.5 80408:1.0 187:1.0 188:1.0 189:0.5 190:0.5 6793:1.0 215:1.0 
2,0:1 34:1.0 53:1.0 54:1.0 26:1.0 85:1.0 1245:1.0 2523:1.0 5578:1.0 5579:1.0 5580:1.0 5581:1.0 251:1.0 1651:1.0 1652:1.0 97:1.0 379:1.0 101:0.5 104:1.0 395:1.0 404:1.0 1697:1.0 5600:1.0 5601:1.0 446:1.0 483:1.0 1388:1.0 5624:1.0 160:1.0 160:1.0 80394:1.0 1779:0.5 1779:0.5 61744:1.0 8147:1.0 5700:1.0 596:0.5 597:0.5 618:1.0 5533:1.0 212:1.0 216:1.0 
3,2:1 236:1.0 2528:1.0 5582:1.0 71:1.0 241:1.0 242:1.0 1644:1.0 1645:1.0 1646:1.0 1647:1.0 1648:1.0 660:1.0 661:1.0 662:1.0 380:1.0 103:1.0 98:0.5 387:1.0 107:1.0 404:1.0 1697:1.0 143:1.0 1723:1.0 8124:1.0 5651:1.0 61730:1.0 729:0.5 729:0.5 12311:1.0 5124:1.0 1809:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
5,3:1 248:1.0 1649:1.0 1650:1.0 26:1.0 220:1.0 652:1.0 653:1.0 654:1.0 655:1.0 656:1.0 657:1.0 92:1.0 809:1.0 18846:1.0 105:1.0 379:1.0 101:0.8571428571428571 381:0.7142857142857143 684:0.5714285714285714 98:0.42857142857142855 388:0.2857142857142857 103:0.14285714285714285 99:1.0 395:1.0 423:1.0 689:1.0 690:1.0 446:1.0 483:1.0 484:1.0 1755:1.0 1755:1.0 12283:1.0 18928:0.5 18928:0.5 25208:1.0 746:1.0 747:1.0 748:0.5 749:0.5 204:1.0 137354:1.0 774:1.0 
4,5:1 227:1.0 658:1.0 659:1.0 26:1.0 85:1.0 230:1.0 802:1.0 5558:1.0 18842:1.0 18843:1.0 18844:1.0 660:1.0 661:1.0 662:1.0 380:1.0 98:1.0 387:1.0 398:1.0 399:1.0 4996:1.0 7953:1.0 477:1.0 8769:1.0 18878:1.0 719:1.0 719:1.0 25201:1.0 729:0.5 729:0.5 18955:1.0 18956:1.0 748:0.5 749:0.5 204:1.0 73633:1.0 212:1.0 
5,4:1 236:1.0 807:1.0 18845:1.0 26:1.0 220:1.0 652:1.0 653:1.0 654:1.0 655:1.0 656:1.0 657:1.0 92:1.0 670:1.0 3490:1.0 100:1.0 379:1.0 101:0.8571428571428571 381:0.7142857142857143 684:0.5714285714285714 98:0.42857142857142855 388:0.2857142857142857 103:0.14285714285714285 887:1.0 395:1.0 423:1.0 689:1.0 690:1.0 446:1.0 483:1.0 484:1.0 18903:1.0 18903:1.0 3558:0.5 3559:0.5 3560:1.0 746:1.0 747:1.0 748:0.5 749:0.5 204:1.0 774:1.0 
8,5:1 227:1.0 658:1.0 659:1.0 26:1.0 85:1.0 86:1.0 663:1.0 3485:1.0 3486:1.0 3487:1.0 3488:1.0 82:1.0 3189:1.0 27676:1.0 380:1.0 101:1.0 98:0.75 1331:0.5 103:0.25 104:1.0 396:1.0 936:1.0 3497:1.0 3498:1.0 3499:1.0 984:1.0 2302:1.0 3516:1.0 3517:1.0 719:1.0 719:1.0 3542:1.0 27784:0.5 27784:0.5 3573:1.0 3574:1.0 596:0.5 597:0.5 618:1.0 87892:1.0 212:1.0 
3,8:1 236:1.0 668:1.0 3489:1.0 71:1.0 72:1.0 1304:1.0 3182:1.0 27671:1.0 27672:1.0 27673:1.0 27674:1.0 82:1.0 1868:1.0 16042:1.0 682:1.0 103:1.0 104:1.0 395:1.0 404:1.0 897:1.0 27697:1.0 1407:1.0 1408:1.0 27722:1.0 3543:1.0 3544:1.0 16197:0.5 16197:0.5 27812:1.0 27813:1.0 748:0.5 749:0.5 204:1.0 
3,3:1 79:1.0 3187:1.0 27675:1.0 71:1.0 72:1.0 1304:1.0 1861:1.0 8885:1.0 16038:1.0 16039:1.0 16040:1.0 853:1.0 3145:1.0 3146:1.0 105:1.0 103:1.0 96:1.0 107:1.0 423:1.0 5586:1.0 16090:1.0 16091:1.0 444:1.0 1985:1.0 16134:1.0 16135:1.0 27755:1.0 27755:1.0 3353:0.5 3353:0.5 16228:1.0 16229:1.0 197:0.5 198:0.5 204:1.0 212:1.0 
7,3:1 79:1.0 1866:1.0 16041:1.0 264:1.0 843:1.0 3137:1.0 3138:1.0 3139:1.0 3140:1.0 3141:1.0 3142:1.0 68:1.0 69:1.0 70:1.0 105:1.0 95:1.0 1331:0.6666666666666666 381:0.3333333333333333 387:1.0 3225:1.0 3269:1.0 16164:1.0 16164:1.0 1504:0.5 171:0.5 9427:1.0 3405:1.0 3406:1.0 3407:0.5 190:0.5 
2,7:1 850:1.0 3143:1.0 3144:1.0 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 1223:1.0 10002:1.0 12218:1.0 97:1.0 379:1.0 98:0.8 101:0.6 684:0.4 102:0.2 104:1.0 122:1.0 143:1.0 3309:1.0 3309:1.0 9405:1.0 12324:0.5 12324:0.5 47717:1.0 1557:1.0 192:1.0 1558:0.5 1559:0.5 620:1.0 12370:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 57:1.0 1213:1.0 1214:1.0 9995:1.0 12213:1.0 12214:1.0 12215:1.0 12216:1.0 831:1.0 5348:1.0 32767:1.0 380:1.0 103:1.0 98:0.5 104:1.0 107:1.0 1372:1.0 6823:1.0 9908:1.0 12234:1.0 144:1.0 711:1.0 12260:1.0 12261:1.0 1445:1.0 162:1.0 47690:1.0 12344:1.0 12345:1.0 197:0.5 198:0.5 204:1.0 774:1.0 212:1.0 1640:1.0 
3,3:1 1220:1.0 10000:1.0 12217:1.0 71:1.0 821:1.0 1261:1.0 5341:1.0 11865:1.0 32763:1.0 32764:1.0 32765:1.0 853:1.0 854:1.0 855:1.0 105:1.0 103:1.0 889:1.0 106:1.0 423:1.0 4044:1.0 4045:1.0 7240:1.0 130:1.0 2314:1.0 5250:1.0 12296:1.0 12296:1.0 1087:0.5 1087:0.5 1108:0.5 1109:0.5 204:1.0 
13,3:1 828:1.0 5346:1.0 32766:1.0 264:1.0 843:1.0 844:1.0 845:1.0 846:1.0 847:1.0 848:1.0 849:1.0 831:1.0 4724:1.0 4725:1.0 105:1.0 888:1.0 381:0.8571428571428571 101:0.7142857142857143 98:0.5714285714285714 388:0.42857142857142855 391:0.2857142857142857 103:0.14285714285714285 104:1.0 891:1.0 936:1.0 937:1.0 938:1.0 471:1.0 1007:1.0 1008:1.0 4863:0.5 4863:0.5 1129:1.0 1130:1.0 748:0.5 749:0.5 204:1.0 
3,13:1 850:1.0 851:1.0 852:1.0 71:1.0 821:1.0 3600:1.0 4717:1.0 4718:1.0 4719:1.0 4720:1.0 4721:1.0 327:1.0 5339:1.0 34856:1.0 890:1.0 103:1.0 382:1.0 107:1.0 423:1.0 4772:1.0 703:1.0 1980:1.0 1053:1.0 1053:1.0 78522:0.5 78522:0.5 4904:1.0 4905:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
6,3:1 828:1.0 4722:1.0 4723:1.0 71:1.0 317:1.0 1195:1.0 5332:1.0 26645:1.0 34852:1.0 78494:1.0 78495:1.0 350:1.0 351:1.0 352:1.0 105:1.0 381:1.0 389:1.0 107:1.0 936:1.0 8102:1.0 78496:1.0 78497:1.0 1026:1.0 18678:1.0 18679:1.0 78500:1.0 4828:1.0 4828:1.0 560:0.5 560:0.5 78536:1.0 78537:1.0 197:0.5 198:0.5 204:1.0 641:1.0 
9,6:1 324:1.0 5337:1.0 34855:1.0 264:1.0 340:1.0 341:1.0 342:1.0 343:1.0 344:1.0 345:1.0 346:1.0 327:1.0 1243:1.0 1244:1.0 383:1.0 388:1.0 391:0.8571428571428571 683:0.7142857142857143 102:0.5714285714285714 98:0.42857142857142855 101:0.2857142857142857 103:0.14285714285714285 387:1.0 398:1.0 434:1.0 435:1.0 143:1.0 482:1.0 78512:1.0 78512:1.0 1521:0.5 1521:0.5 127654:1.0 743:1.0 607:1.0 744:0.5 745:0.5 204:1.0 212:1.0 1166:1.0 
2,9:1 347:1.0 348:1.0 349:1.0 71:1.0 317:1.0 318:1.0 1236:1.0 1237:1.0 1238:1.0 1239:1.0 1240:1.0 44:1.0 377:1.0 378:1.0 390:1.0 379:1.0 395:1.0 109:1.0 1354:1.0 143:1.0 1406:1.0 524:1.0 524:1.0 127648:1.0 3397:0.5 3397:0.5 54177:1.0 1579:1.0 1580:1.0 744:0.5 745:0.5 204:1.0 16758:1.0 212:1.0 1165:1.0 
11,2:1 324:1.0 1241:1.0 1242:1.0 26:1.0 27:1.0 47:1.0 372:1.0 373:1.0 374:1.0 3219:1.0 3220:1.0 380:1.0 2289:1.0 3253:1.0 142:1.0 3295:1.0 1466:1.0 1466:1.0 54173:1.0 4117:1.0 178:1.0 3439:1.0 3440:1.0 3441:0.5 3442:0.5 621:1.0 12873:1.0 1164:1.0 
3,25:1 71:1.0 821:1.0 1226:1.0 1227:1.0 1228:1.0 32920:1.0 32921:1.0 32922:1.0 660:1.0 1205:1.0 1206:1.0 103:1.0 101:0.5 387:1.0 107:1.0 109:1.0 2942:1.0 32935:1.0 967:1.0 5048:1.0 9023:1.0 152:1.0 94124:1.0 1511:0.5 1511:0.5 94144:1.0 33026:1.0 600:0.5 601:0.5 617:1.0 21613:1.0 212:1.0 213:1.0 
5,3:1 828:1.0 1232:1.0 32923:1.0 26:1.0 220:1.0 221:1.0 222:1.0 223:1.0 224:1.0 225:1.0 226:1.0 92:1.0 239:1.0 240:1.0 105:1.0 379:1.0 1331:0.6666666666666666 381:0.3333333333333333 99:1.0 395:1.0 399:1.0 400:1.0 444:1.0 445:1.0 94125:1.0 32967:1.0 15382:0.5 15382:0.5 48371:1.0 1568:1.0 572:1.0 744:0.5 745:0.5 204:1.0 212:1.0 214:1.0 
4,5:1 227:1.0 228:1.0 229:1.0 26:1.0 85:1.0 230:1.0 231:1.0 232:1.0 233:1.0 234:1.0 15286:1.0 853:1.0 3145:1.0 3146:1.0 380:1.0 98:1.0 96:1.0 395:1.0 954:1.0 15117:1.0 15118:1.0 15297:1.0 1407:1.0 1408:1.0 15317:1.0 15318:1.0 493:1.0 493:1.0 48365:1.0 3353:0.5 3353:0.5 15415:1.0 15416:1.0 197:0.5 198:0.5 204:1.0 21486:1.0 215:1.0 
7,4:1 236:1.0 237:1.0 238:1.0 264:1.0 843:1.0 3137:1.0 3138:1.0 3139:1.0 3140:1.0 3141:1.0 3142:1.0 831:1.0 2185:1.0 12399:1.0 100:1.0 95:1.0 1331:0.6666666666666666 381:0.3333333333333333 99:1.0 3225:1.0 3269:1.0 15343:1.0 15343:1.0 3405:1.0 3406:1.0 3407:0.5 190:0.5 216:1.0 
4,7:1 850:1.0 3143:1.0 3144:1.0 71:1.0 821:1.0 1226:1.0 2178:1.0 12394:1.0 12395:1.0 12396:1.0 12397:1.0 853:1.0 854:1.0 855:1.0 97:1.0 98:1.0 889:1.0 106:1.0 429:1.0 18218:1.0 1026:1.0 2753:1.0 42212:1.0 3309:1.0 3309:1.0 1087:0.5 1087:0.5 748:0.5 749:0.5 204:1.0 9839:1.0 
13,4:1 828:1.0 2183:1.0 12398:1.0 264:1.0 843:1.0 844:1.0 845:1.0 846:1.0 847:1.0 848:1.0 849:1.0 831:1.0 2185:1.0 12399:1.0 100:1.0 888:1.0 381:0.8571428571428571 101:0.7142857142857143 98:0.5714285714285714 388:0.42857142857142855 391:0.2857142857142857 103:0.14285714285714285 104:1.0 891:1.0 936:1.0 937:1.0 938:1.0 471:1.0 1007:1.0 1008:1.0 1129:1.0 1130:1.0 748:0.5 749:0.5 204:1.0 217:1.0 
3,13:1 850:1.0 851:1.0 852:1.0 71:1.0 821:1.0 1226:1.0 2178:1.0 12394:1.0 12395:1.0 12396:1.0 12397:1.0 327:1.0 3676:1.0 3677:1.0 890:1.0 103:1.0 98:0.6666666666666666 381:0.3333333333333333 387:1.0 106:1.0 423:1.0 424:1.0 14638:1.0 703:1.0 1739:1.0 35010:1.0 52608:1.0 1053:1.0 1053:1.0 3899:0.5 3899:0.5 197:0.5 198:0.5 204:1.0 101573:1.0 776:1.0 
2,3:1 828:1.0 2183:1.0 12398:1.0 71:1.0 317:1.0 2231:1.0 3669:1.0 3670:1.0 3671:1.0 3672:1.0 3673:1.0 105:1.0 379:1.0 102:0.5 395:1.0 423:1.0 1940:1.0 444:1.0 3793:1.0 81286:1.0 178:1.0 7888:1.0 3953:1.0 744:0.5 745:0.5 204:1.0 212:1.0 775:1.0 
20,25:1 26:1.0 27:1.0 47:1.0 1314:1.0 3132:1.0 3214:1.0 4147:1.0 4148:1.0 660:1.0 1205:1.0 1206:1.0 101:1.0 387:1.0 397:1.0 697:1.0 4178:1.0 105303:1.0 144:1.0 145:1.0 105317:1.0 152:1.0 1511:0.5 1511:0.5 105400:1.0 105401:1.0 600:0.5 601:0.5 617:1.0 21613:1.0 213:1.0 
5,20:1 34:1.0 1319:1.0 3217:1.0 26:1.0 220:1.0 221:1.0 222:1.0 223:1.0 224:1.0 225:1.0 226:1.0 92:1.0 239:1.0 3166:1.0 682:1.0 379:1.0 1331:0.6666666666666666 381:0.3333333333333333 382:1.0 395:1.0 399:1.0 400:1.0 444:1.0 445:1.0 105336:1.0 105337:1.0 1568:1.0 572:1.0 744:0.5 745:0.5 204:1.0 212:1.0 214:1.0 
4,5:1 227:1.0 228:1.0 229:1.0 26:1.0 85:1.0 230:1.0 231:1.0 232:1.0 3162:1.0 4731:1.0 4732:1.0 251:1.0 6466:1.0 28967:1.0 380:1.0 381:1.0 382:1.0 396:1.0 1338:1.0 30852:1.0 74605:1.0 444:1.0 7998:1.0 493:1.0 493:1.0 33895:0.5 33895:0.5 748:0.5 749:0.5 204:1.0 215:1.0 
20,4:1 236:1.0 237:1.0 3165:1.0 71:1.0 241:1.0 330:1.0 6459:1.0 9110:1.0 20546:1.0 20547:1.0 20548:1.0 92:1.0 239:1.0 6985:1.0 383:1.0 381:1.0 391:0.8 98:0.6 103:0.4 1331:0.2 106:1.0 434:1.0 18349:1.0 28022:1.0 28023:1.0 477:1.0 8769:1.0 20568:1.0 28024:1.0 33906:1.0 28039:1.0 197:0.5 198:0.5 204:1.0 216:1.0 
4,20:1 248:1.0 6464:1.0 20549:1.0 26:1.0 85:1.0 230:1.0 231:1.0 2682:1.0 6981:1.0 6982:1.0 6983:1.0 327:1.0 7941:1.0 59679:1.0 383:1.0 954:1.0 1363:1.0 12570:1.0 148:1.0 2963:1.0 8688:1.0 107727:1.0 107728:1.0 107729:1.0 28027:1.0 28027:1.0 1108:0.5 1109:0.5 204:1.0 212:1.0 
4,4:1 236:1.0 237:1.0 6984:1.0 71:1.0 317:1.0 353:1.0 7934:1.0 19927:1.0 59675:1.0 63086:1.0 63087:1.0 68:1.0 69:1.0 70:1.0 99:1.0 395:1.0 1343:1.0 23292:1.0 29435:1.0 148:1.0 4075:1.0 171:0.5 171:0.5 748:0.5 749:0.5 204:1.0 212:1.0 
2,4:1 324:1.0 7939:1.0 59678:1.0 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 82:1.0 2229:1.0 2230:1.0 98:1.0 101:0.6666666666666666 102:0.3333333333333333 104:1.0 122:1.0 143:1.0 2439:0.5 2439:0.5 9422:1.0 191:1.0 192:1.0 193:0.5 194:0.5 204:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 71:1.0 72:1.0 73:1.0 2222:1.0 2223:1.0 2224:1.0 2225:1.0 2226:1.0 1286:1.0 1287:1.0 1288:1.0 100:1.0 103:1.0 98:0.5 389:1.0 1332:1.0 936:1.0 2283:1.0 2284:1.0 2285:1.0 2320:1.0 2337:1.0 2338:1.0 2339:1.0 162:1.0 162:1.0 9400:1.0 1534:0.5 1534:0.5 74003:1.0 2486:1.0 2487:1.0 197:0.5 198:0.5 204:1.0 19916:1.0 212:1.0 
9,3:1 79:1.0 2227:1.0 2228:1.0 264:1.0 1276:1.0 1277:1.0 1278:1.0 1279:1.0 1280:1.0 1281:1.0 1282:1.0 92:1.0 1915:1.0 3727:1.0 105:1.0 388:1.0 381:0.6666666666666666 391:0.3333333333333333 382:1.0 398:1.0 957:1.0 1367:1.0 446:1.0 1420:1.0 2392:1.0 2392:1.0 73995:1.0 87764:0.5 87764:0.5 1590:1.0 1591:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
6,9:1 1283:1.0 1284:1.0 1285:1.0 26:1.0 85:1.0 1245:1.0 1908:1.0 3722:1.0 3723:1.0 3724:1.0 3725:1.0 660:1.0 1205:1.0 1206:1.0 390:1.0 381:1.0 391:0.6666666666666666 98:0.3333333333333333 387:1.0 106:1.0 423:1.0 5958:1.0 14080:1.0 87720:1.0 87721:1.0 87722:1.0 87723:1.0 1426:1.0 5450:1.0 5451:1.0 54310:1.0 54311:1.0 87726:1.0 87727:1.0 1479:1.0 1479:1.0 1511:0.5 1511:0.5 87793:1.0 87794:1.0 1108:0.5 1109:0.5 204:1.0 47129:1.0 212:1.0 6802:1.0 
5,6:1 236:1.0 1913:1.0 3726:1.0 26:1.0 220:1.0 221:1.0 222:1.0 223:1.0 224:1.0 225:1.0 226:1.0 92:1.0 809:1.0 810:1.0 383:1.0 379:1.0 1331:0.6666666666666666 381:0.3333333333333333 395:1.0 399:1.0 400:1.0 444:1.0 445:1.0 87737:1.0 87737:1.0 32638:0.5 32638:0.5 32639:1.0 1568:1.0 572:1.0 744:0.5 745:0.5 204:1.0 212:1.0 4146:1.0 
4,5:1 227:1.0 228:1.0 229:1.0 26:1.0 85:1.0 230:1.0 802:1.0 803:1.0 804:1.0 28137:1.0 28138:1.0 380:1.0 404:1.0 3237:1.0 3238:1.0 32599:1.0 32600:1.0 32601:1.0 446:1.0 17710:1.0 21802:1.0 21803:1.0 21804:1.0 32614:1.0 493:1.0 493:1.0 32626:1.0 178:1.0 32649:1.0 32650:1.0 1575:0.5 1576:0.5 204:1.0 14412:1.0 3591:1.0 
2,25:1 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 82:1.0 5942:1.0 6212:1.0 379:1.0 98:0.8 101:0.6 684:0.4 102:0.2 99:1.0 122:1.0 143:1.0 152:1.0 1444:1.0 6356:0.5 6356:0.5 6357:1.0 1557:1.0 192:1.0 1558:0.5 1559:0.5 1606:1.0 22730:1.0 213:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 71:1.0 72:1.0 1167:1.0 5935:1.0 6207:1.0 6208:1.0 6209:1.0 6210:1.0 660:1.0 1205:1.0 1206:1.0 380:1.0 98:1.0 103:0.6666666666666666 101:0.3333333333333333 387:1.0 106:1.0 423:1.0 1360:1.0 6243:1.0 6244:1.0 984:1.0 2302:1.0 6276:1.0 6277:1.0 1445:1.0 162:1.0 6313:1.0 25083:0.5 1511:0.5 81236:1.0 6396:1.0 6397:1.0 197:0.5 198:0.5 204:1.0 9286:1.0 212:1.0 641:1.0 214:1.0 
5,3:1 79:1.0 5940:1.0 6211:1.0 26:1.0 220:1.0 221:1.0 222:1.0 223:1.0 224:1.0 225:1.0 226:1.0 92:1.0 239:1.0 3166:1.0 100:1.0 379:1.0 101:0.5 99:1.0 395:1.0 399:1.0 400:1.0 444:1.0 445:1.0 6314:1.0 6314:1.0 81232:1.0 4110:0.5 4110:0.5 69430:1.0 571:1.0 572:1.0 573:0.5 574:0.5 618:1.0 212:1.0 215:1.0 
4,5:1 227:1.0 228:1.0 229:1.0 26:1.0 85:1.0 230:1.0 231:1.0 232:1.0 3162:1.0 4031:1.0 4032:1.0 853:1.0 854:1.0 855:1.0 380:1.0 98:1.0 381:0.5 889:1.0 106:1.0 954:1.0 1363:1.0 4057:1.0 4058:1.0 4059:1.0 4060:1.0 148:1.0 4075:1.0 4076:1.0 4077:1.0 4078:1.0 4079:1.0 492:1.0 493:1.0 69404:1.0 1087:0.5 1087:0.5 4129:1.0 4130:1.0 1575:0.5 1576:0.5 204:1.0 11075:1.0 212:1.0 216:1.0 
13,4:1 236:1.0 237:1.0 3165:1.0 264:1.0 843:1.0 844:1.0 845:1.0 846:1.0 847:1.0 848:1.0 849:1.0 327:1.0 4755:1.0 4756:1.0 100:1.0 888:1.0 381:0.8571428571428571 101:0.7142857142857143 98:0.5714285714285714 388:0.42857142857142855 391:0.2857142857142857 103:0.14285714285714285 387:1.0 891:1.0 936:1.0 937:1.0 938:1.0 471:1.0 1007:1.0 1008:1.0 4093:1.0 4093:1.0 4877:0.5 4877:0.5 1129:1.0 1130:1.0 748:0.5 749:0.5 204:1.0 
5,13:1 850:1.0 851:1.0 852:1.0 71:1.0 317:1.0 2231:1.0 4748:1.0 4749:1.0 4750:1.0 4751:1.0 4752:1.0 92:1.0 93:1.0 4976:1.0 890:1.0 379:1.0 4757:0.8 4758:0.6 4759:0.4 4759:0.2 99:1.0 395:1.0 954:1.0 1363:1.0 1364:1.0 1407:1.0 1430:1.0 4804:1.0 1053:1.0 1053:1.0 4916:1.0 4917:1.0 748:0.5 749:0.5 204:1.0 217:1.0 
4,5:1 324:1.0 4753:1.0 4754:1.0 26:1.0 85:1.0 86:1.0 87:1.0 88:1.0 4972:1.0 4973:1.0 4974:1.0 44:1.0 1321:1.0 3202:1.0 380:1.0 98:1.0 106:1.0 404:1.0 2919:1.0 2920:1.0 12228:1.0 148:1.0 5998:1.0 45170:1.0 4842:1.0 4842:1.0 46218:0.5 46218:0.5 752:0.5 753:0.5 204:1.0 776:1.0 
20,4:1 236:1.0 799:1.0 4975:1.0 26:1.0 27:1.0 47:1.0 1314:1.0 3197:1.0 3198:1.0 3199:1.0 3200:1.0 100:1.0 1372:1.0 3241:1.0 3242:1.0 34993:1.0 34994:1.0 984:1.0 2302:1.0 3285:1.0 35012:1.0 35013:1.0 178:1.0 46241:1.0 1116:0.5 1117:0.5 204:1.0 775:1.0 
3,25:1 71:1.0 821:1.0 1261:1.0 5341:1.0 5342:1.0 34557:1.0 34558:1.0 34559:1.0 327:1.0 4171:1.0 6990:1.0 101:1.0 98:0.5 395:1.0 697:1.0 4503:1.0 12566:1.0 29884:1.0 34562:1.0 144:1.0 145:1.0 23140:1.0 34576:1.0 34577:1.0 152:1.0 134265:1.0 34664:1.0 577:0.5 578:0.5 617:1.0 212:1.0 213:1.0 
6,3:1 828:1.0 5346:1.0 34560:1.0 71:1.0 317:1.0 1195:1.0 4164:1.0 4165:1.0 6986:1.0 6987:1.0 6988:1.0 92:1.0 841:1.0 10080:1.0 682:1.0 99:1.0 396:1.0 936:1.0 2283:1.0 89469:1.0 103559:1.0 444:1.0 1012:1.0 110586:1.0 134247:1.0 34596:1.0 17257:0.5 1602:0.5 1603:0.5 618:1.0 214:1.0 
4,6:1 324:1.0 4169:1.0 6989:1.0 26:1.0 85:1.0 86:1.0 834:1.0 835:1.0 10076:1.0 17184:1.0 17185:1.0 92:1.0 2147:1.0 6822:1.0 98:1.0 2250:1.0 106:1.0 434:1.0 1967:1.0 14222:1.0 17199:1.0 17200:1.0 17201:1.0 148:1.0 149:1.0 9152:1.0 17215:1.0 17216:1.0 17217:1.0 40850:0.5 40850:0.5 17280:1.0 1602:0.5 1603:0.5 618:1.0 212:1.0 215:1.0 
18,4:1 236:1.0 839:1.0 10079:1.0 26:1.0 85:1.0 1245:1.0 2140:1.0 4331:1.0 6818:1.0 6819:1.0 6820:1.0 92:1.0 841:1.0 10080:1.0 100:1.0 684:1.0 102:0.75 101:0.5 381:0.25 99:1.0 5222:1.0 2312:1.0 17238:1.0 52179:0.5 40877:1.0 40878:1.0 6404:0.5 6405:0.5 765:1.0 216:1.0 
4,18:1 236:1.0 2145:1.0 6821:1.0 26:1.0 85:1.0 86:1.0 834:1.0 835:1.0 10076:1.0 17184:1.0 26950:1.0 92:1.0 2147:1.0 2162:1.0 2251:1.0 98:1.0 2250:1.0 106:1.0 423:1.0 5586:1.0 5587:1.0 52115:1.0 52116:1.0 52117:1.0 52118:1.0 462:1.0 52132:1.0 52133:1.0 52134:1.0 52135:1.0 52136:1.0 52137:1.0 40819:1.0 40819:1.0 18422:0.5 18422:0.5 52202:1.0 2455:0.5 2456:0.5 618:1.0 212:1.0 
18,4:1 236:1.0 839:1.0 10079:1.0 26:1.0 85:1.0 1245:1.0 2140:1.0 2141:1.0 2158:1.0 2159:1.0 2160:1.0 92:1.0 841:1.0 10080:1.0 100:1.0 684:1.0 102:0.6666666666666666 381:0.3333333333333333 99:1.0 11600:1.0 1991:1.0 52156:1.0 52179:0.5 11796:1.0 11797:1.0 6404:0.5 6405:0.5 765:1.0 
4,18:1 236:1.0 2145:1.0 2161:1.0 26:1.0 85:1.0 86:1.0 834:1.0 835:1.0 10076:1.0 17184:1.0 26950:1.0 92:1.0 2147:1.0 2162:1.0 2251:1.0 98:1.0 2250:1.0 106:1.0 423:1.0 5586:1.0 5587:1.0 52115:1.0 52116:1.0 52117:1.0 52118:1.0 462:1.0 52132:1.0 52133:1.0 52134:1.0 52135:1.0 52136:1.0 52137:1.0 11702:1.0 11702:1.0 18422:0.5 18422:0.5 52202:1.0 2455:0.5 2456:0.5 618:1.0 212:1.0 
18,4:1 236:1.0 839:1.0 10079:1.0 26:1.0 85:1.0 1245:1.0 2140:1.0 2141:1.0 2158:1.0 2159:1.0 2160:1.0 92:1.0 3152:1.0 3153:1.0 100:1.0 684:1.0 102:0.6666666666666666 381:0.3333333333333333 387:1.0 11600:1.0 1991:1.0 52156:1.0 48151:0.5 3355:0.5 11796:1.0 11797:1.0 6404:0.5 6405:0.5 765:1.0 
20,18:1 236:1.0 2145:1.0 2161:1.0 26:1.0 85:1.0 1245:1.0 2523:1.0 3147:1.0 3148:1.0 3149:1.0 3150:1.0 44:1.0 16774:1.0 17354:1.0 2251:1.0 379:1.0 1331:0.8 391:0.6 101:0.4 98:0.2 887:1.0 685:1.0 957:1.0 3226:1.0 2320:1.0 2321:1.0 11702:1.0 11702:1.0 39567:0.5 48183:1.0 3409:1.0 573:0.5 574:0.5 618:1.0 212:1.0 
4,20:1 236:1.0 2528:1.0 3151:1.0 26:1.0 27:1.0 3102:1.0 9591:1.0 9592:1.0 9593:1.0 9594:1.0 9595:1.0 92:1.0 841:1.0 2873:1.0 380:1.0 101:1.0 98:0.5 887:1.0 107:1.0 399:1.0 2697:1.0 39524:1.0 39525:1.0 39526:1.0 39527:1.0 148:1.0 6561:1.0 27899:1.0 39539:1.0 39540:1.0 39541:1.0 48118:1.0 3311:1.0 39580:1.0 1602:0.5 1603:0.5 618:1.0 
